Id,Date,TotalSteps,TrackerDistance,FairlyActiveMinutes,VeryActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,TotalMinutesAsleep,TotalTimeInBed,TotalMinutesNotAsleep
8378563200,5/6/2016,7045,5.59000015258789,5,74,166,831,3644,323,355,32
8378563200,5/7/2016,4468,3.53999996185303,0,0,158,851,2799,459,513,54
8378563200,5/8/2016,2943,2.32999992370605,0,0,139,621,2685,545,606,61
8378563200,5/9/2016,8382,6.65000009536743,13,71,171,772,3721,359,399,40
8378563200,5/10/2016,6582,5.21999979019165,13,63,152,840,3586,342,391,49
8378563200,5/11/2016,9143,7.25,10,72,184,763,3788,368,387,19
8378563200,5/12/2016,4561,3.61999988555908,6,8,102,433,1976,496,546,50
8792009665,4/12/2016,2564,1.63999998569489,0,0,116,831,2044,458,493,35
8792009665,4/13/2016,1320,0.839999973773956,0,0,82,806,1934,531,552,21
8792009665,4/14/2016,1219,0.779999971389771,0,0,84,853,1963,486,503,17
8792009665,4/15/2016,2483,1.5900000333786,0,0,126,937,2009,363,377,14
8792009665,4/20/2016,3147,2.00999999046326,10,0,139,744,2188,528,547,19
8792009665,4/22/2016,4068,2.59999990463257,20,1,195,817,2419,391,407,16
8792009665,4/23/2016,5245,3.35999989509583,45,8,232,795,2748,339,360,21
8792009665,4/27/2016,1758,1.12999999523163,0,0,112,900,2067,423,428,5
8792009665,4/28/2016,6157,3.94000005722046,0,0,310,714,2780,402,416,14
8792009665,4/29/2016,8360,5.34999990463257,14,6,380,634,3101,398,406,8
8792009665,4/30/2016,7174,4.59000015258789,20,10,301,749,2896,343,360,17
8792009665,5/1/2016,1619,1.03999996185303,0,0,79,834,1962,503,527,24
8792009665,5/2/2016,1831,1.16999995708466,0,0,101,916,2015,415,423,8
8792009665,5/3/2016,2421,1.54999995231628,0,0,156,739,2297,516,545,29
8792009665,5/4/2016,2283,1.46000003814697,0,0,129,848,2067,439,463,24
